MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
W11-15,COMBINED BICYCLE / PEDESTRIAN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15.svg,SVG
W11-15,COMBINED BICYCLE / PEDESTRIAN SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15.svg,SVG
W11-15P,TRAIL X-ING PLAQUE SIGN,"24""x18""",  24.00 ,  18.00 ,  3.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15p.svg,SVG
W11-15P,TRAIL X-ING PLAQUE SIGN,"30""x24""",  30.00 ,  24.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15p.svg,SVG
W11-15P,TRAIL X-ING PLAQUE SIGN,"36""x30""",  36.00 ,  30.00 ,  7.50 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-15p.svg,SVG
W1-11L,LEFT HORSESHOE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11l.svg,SVG
W1-11L,LEFT HORSESHOE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11l.svg,SVG
W1-11L,LEFT HORSESHOE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11l.svg,SVG
W1-11R,RIGHT HORSESHOE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11r.svg,SVG
W1-11R,RIGHT HORSESHOE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11r.svg,SVG
W1-11R,RIGHT HORSESHOE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-11r.svg,SVG
W11-2,PEDESTRIAN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-2.jpg,ETC
W11-2,PEDESTRIAN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-2.jpg,ETC
W11-2,PEDESTRIAN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-2.jpg,ETC
W11-20,ELK CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-20.svg,SVG
W11-20,ELK CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w11-20.svg,SVG
W11-25,BLIND PEDESTRIAN CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-25.png,PA Highways
W11-25,BLIND PEDESTRIAN CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-25.png,PA Highways
W11-26,DUCK CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-26.png,PA Highways
W11-26,DUCK CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-26.png,PA Highways
W11-27,TANK CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-27.png,PA Highways
W11-27,TANK CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-27.png,PA Highways
W11-28,CEMETERY ENTRANCE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-28.png,PA Highways
W11-28,CEMETERY ENTRANCE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-28.png,PA Highways
W11-2A,RAISED PEDESTRIAN CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-2a.png,PA Highways
W11-2A,RAISED PEDESTRIAN CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-2a.png,PA Highways
W11-2B,HIKER CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-2b.png,PA Highways
W11-2B,HIKER CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-2b.png,PA Highways
W11-3,DEER CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-3.jpg,ETC
W11-3,DEER CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-3.jpg,ETC
W11-3,DEER CROSSING SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-3.jpg,ETC
W1-13L,TRUCK ROLLOVER LEFT CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-13l.svg,SVG
W1-13R,TRUCK ROLLOVER RIGHT CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-13r.svg,SVG
W11-4,CATTLE CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-4.jpg,ETC
W11-4,CATTLE CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-4.jpg,ETC
W11-5,FARM MACHINERY SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-5.jpg,ETC
W11-5,FARM MACHINERY SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-5.jpg,ETC
W11-6,SNOWMOBILE CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-6.jpg,ETC
W11-6,SNOWMOBILE CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-6.jpg,ETC
W11-6-1,ATV CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-6-1.png,PA Highways
W11-6-1,ATV CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-6-1.png,PA Highways
W11-7,EQUESTRIAN CROSSING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-7.jpg,ETC
W11-7,EQUESTRIAN CROSSING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-7.jpg,ETC
W11-8,FIRE STATION SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-8.jpg,ETC
W11-8,FIRE STATION SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-8.jpg,ETC
W11-8-2,EMERGENCY VEHICLE ENTRANCE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-8-2.png,PA Highways
W11-8-2,EMERGENCY VEHICLE ENTRANCE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w11-8-2.png,PA Highways
W11-9,HANDICAPPED AREA SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-9.jpg,ETC
W11-9,HANDICAPPED AREA SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W11-9.jpg,ETC
W1-1L,LEFT TURN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1L.jpg,ETC
W1-1L,LEFT TURN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1L.jpg,ETC
W1-1L,LEFT TURN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1L.jpg,ETC
W1-1L,LEFT TURN SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1L.jpg,ETC
W1-1LR,LEFT TURN WITH SIDE ROAD RIGHT (symbol) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1lr.png,PA Highways
W1-1LR,LEFT TURN WITH SIDE ROAD RIGHT (symbol) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1lr.png,PA Highways
W1-1LR,LEFT TURN WITH SIDE ROAD RIGHT (symbol) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1lr.png,PA Highways
W1-1LS,LEFT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1ls.png,PA Highways
W1-1LS,LEFT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1ls.png,PA Highways
W1-1LS,LEFT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1ls.png,PA Highways
W1-1R,RIGHT TURN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1R.jpg,ETC
W1-1R,RIGHT TURN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1R.jpg,ETC
W1-1R,RIGHT TURN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1R.jpg,ETC
W1-1R,RIGHT TURN SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-1R.jpg,ETC
W1-1RL,RIGHT TURN WITH SIDE ROAD LEFT (symbol) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rl.png,PA Highways
W1-1RL,RIGHT TURN WITH SIDE ROAD LEFT (symbol) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rl.png,PA Highways
W1-1RL,RIGHT TURN WITH SIDE ROAD LEFT (symbol) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rl.png,PA Highways
W1-1RS,RIGHT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rs.png,PA Highways
W1-1RS,RIGHT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rs.png,PA Highways
W1-1RS,RIGHT TURN WITH SIDE ROAD STRAIGHT AHEAD (symbol) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w1-1rs.png,PA Highways
W12-1,DOUBLE ARROW SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W12-1.jpg,ETC
W12-2,LOW CLEARANCE SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W12-2.jpg,ETC
W12-2,LOW CLEARANCE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W12-2.jpg,ETC
W12-2,LOW CLEARANCE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W12-2.jpg,ETC
W12-2-3,ON SHOULDER SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w12-2-3.png,PA Highways
W12-2-3,ON SHOULDER SIGN,"48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/PA-images/w12-2-3.png,PA Highways
W12-2A,LOW CLEARANCE (overhead) SIGN,"78""x24""",  78.00 ,  24.00 ,  13.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w12-2a.svg,SVG
W1-2L,LEFT CURVE SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-2L.jpg,ETC
W1-2L,LEFT CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-2L.jpg,ETC
W1-2L,LEFT CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-2L.jpg,ETC
W1-2L,LEFT CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-2L.jpg,ETC
W1-2R,RIGHT CURVE SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-2r.svg,SVG
W1-2R,RIGHT CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-2r.svg,SVG
W1-2R,RIGHT CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-2r.svg,SVG
W1-2R,RIGHT CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-2r.svg,SVG
W13-1P,ADVISORY SPEED PLAQUE SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,SQUARE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w13-1p.svg,SVG
W13-1P,ADVISORY SPEED PLAQUE SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w13-1p.svg,SVG
W13-1P,ADVISORY SPEED PLAQUE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w13-1p.svg,SVG
W13-2,ADVISORY EXIT SPEED SIGN,"48""x60""",  48.00 ,  60.00 ,  20.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W13-2.jpg,ETC
W13-3,ADVISORY RAMP SPEED SIGN,"48""x60""",  48.00 ,  60.00 ,  20.00 ,FINISHED,RECTANGLE,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W13-3.jpg,ETC
W1-3L,LEFT REVERSE TURN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-3L.jpg,ETC
W1-3L,LEFT REVERSE TURN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-3L.jpg,ETC
W1-3L,LEFT REVERSE TURN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-3L.jpg,ETC
W1-3L,LEFT REVERSE TURN SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/W1-3L.jpg,ETC
W1-3R,RIGHT REVERSE TURN SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-3r.svg,SVG
W1-3R,RIGHT REVERSE TURN SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-3r.svg,SVG
W1-3R,RIGHT REVERSE TURN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,HIGH INTENSITY,,,PRODUCT,GRIMCO,EA,,,,HI,https://etc-images.netlify.app/images/SVG/w1-3r.svg,SVG
