MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
W20-9,TEMPORARY ROADWAY SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w20-9.png,PA Highways
W20-99,TUNNEL LANE CLOSED SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w20-99.png,PA Highways
W20-99,TUNNEL LANE CLOSED SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w20-99.png,PA Highways
W2-1,CROSS ROAD SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-1.jpg,ETC
W2-1,CROSS ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-1.jpg,ETC
W2-1,CROSS ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-1.jpg,ETC
W2-1,CROSS ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-1.jpg,ETC
W21-101,RAMP WORK AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-101.png,PA Highways
W21-102,WORK AREA AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-102.png,PA Highways
W21-102,WORK AREA AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-102.png,PA Highways
W21-103,RECTANGULAR WORK AREA AHEAD SIGN,"36""x48""",  36.00 ,  48.00 ,  12.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-103.png,PA Highways
W21-11,BRIDGE INSPECTION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-11.png,PA Highways
W21-11,BRIDGE INSPECTION AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-11.png,PA Highways
W21-12,SAND BLASTING AHEAD CLOSE WINDOWS SIGN,"60""x36""",  60.00 ,  36.00 ,  15.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-12.png,PA Highways
W21-14,MOWING NEXT (____) MI SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-14.png,PA Highways
W21-14,MOWING NEXT (____) MI SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-14.png,PA Highways
W21-15,COUNTER INSTALLATION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-15.png,PA Highways
W21-15,COUNTER INSTALLATION AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-15.png,PA Highways
W21-16,NO PAVEMENT MARKINGS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-16.png,PA Highways
W21-16,NO PAVEMENT MARKINGS SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-16.png,PA Highways
W21-18,LITTER CREW AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-18.png,PA Highways
W21-18,LITTER CREW AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-18.png,PA Highways
W21-18A,LITTER CREW AHEAD (Square) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-18a.png,PA Highways
W21-18A,LITTER CREW AHEAD (Square) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-18a.png,PA Highways
W21-19,ACTIVE WORK ZONE WHEN FLASHING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-19.png,PA Highways
W21-19,ACTIVE WORK ZONE WHEN FLASHING SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-19.png,PA Highways
W21-2,FRESH OIL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-2.png,PA Highways
W21-2,FRESH OIL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-2.png,PA Highways
W21-20,END ACTIVE WORK ZONE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-20.png,PA Highways
W21-20,END ACTIVE WORK ZONE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-20.png,PA Highways
W21-2-1,TRAVEL AT YOUR OWN RISK SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-2-1.png,PA Highways
W21-5,SHOULDER WORK SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W21-5.jpg,ETC
W21-5,SHOULDER WORK SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W21-5.jpg,ETC
W21-5,SHOULDER WORK SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W21-5.jpg,ETC
W21-5-1,FRESH OIL AND CHIPS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5-1.png,PA Highways
W21-5-2,OIL AND CHIPPING AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5-2.png,PA Highways
W21-5BL,LEFT SHOULDER CLOSED (_) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5bl.png,PA Highways
W21-5BL,LEFT SHOULDER CLOSED (_) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5bl.png,PA Highways
W21-5BL,LEFT SHOULDER CLOSED (_) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5bl.png,PA Highways
W21-5BR,RIGHT SHOULDER CLOSED (_) SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5br.png,PA Highways
W21-5BR,RIGHT SHOULDER CLOSED (_) SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5br.png,PA Highways
W21-5BR,RIGHT SHOULDER CLOSED (_) SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-5br.png,PA Highways
W21-6,SURVEY CREW SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-6.png,PA Highways
W21-6,SURVEY CREW SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-6.png,PA Highways
W21-7,UTILITY WORK AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-7.png,PA Highways
W21-9A,NO GUIDE RAIL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-9a.png,PA Highways
W21-9A,NO GUIDE RAIL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-9a.png,PA Highways
W21-9A,NO GUIDE RAIL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w21-9a.png,PA Highways
W2-2,SIDE ROAD SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-2.png,PA Highways
W2-2,SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-2.png,PA Highways
W2-2,SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-2.png,PA Highways
W2-2,SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-2.png,PA Highways
W22-1,BLASTING ZONE AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w22-1.png,PA Highways
W22-2,TURN OFF 2-WAY RADIOS AND CELL PHONES SIGN,"48""x36""",  48.00 ,  36.00 ,  12.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w22-2.png,PA Highways
W22-3,END BLASTING ZONE SIGN,"42""x36""",  42.00 ,  36.00 ,  10.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w22-3.png,PA Highways
W23-101,THIS BRIDGE TO BE CLOSED FOR MAINTENANCE SIGN,"96""x48""",  96.00 ,  48.00 ,  32.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w23-101.png,PA Highways
W23-102,ROAD TO BE OILED NEXT WEEK SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w23-102.png,PA Highways
W23-103,END OF PROPOSED OILING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w23-103.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W23-2,NEW TRAFFIC PATTERN AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w23-2.svg,SVG
W2-3L,45Â° SIDE ROAD LEFT SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-4,T SYMBOL SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
